session_id,subject_id,trial_index,trial_id,label,label_trial_index,prepare_s,record_s,rest_s,expected_samples
S01_day2,S01,74,074_rest_74,rest,74,0.0,0.2960000000020955,0.0,14
S01_day2,S01,75,075_rest_75,rest,75,0.0,0.48399999999674037,0.0,24
S01_day2,S01,76,076_rest_76,rest,76,0.0,0.375,0.0,19
S01_day2,S01,77,077_rest_77,rest,77,0.0,0.6399999999994179,0.0,32
S01_day2,S01,78,078_rest_78,rest,78,0.0,0.40600000000267755,0.0,20
S01_day2,S01,79,079_rest_79,rest,79,0.0,0.625,0.0,32
S01_day2,S01,80,080_rest_80,rest,80,0.0,0.48399999999674037,0.0,24
S01_day2,S01,81,081_rest_81,rest,81,0.0,0.5310000000026776,0.0,26
S01_day2,S01,82,082_rest_82,rest,82,0.0,0.5,0.0,25
S01_day2,S01,83,083_rest_83,rest,83,0.0,0.5,0.0,25
S01_day2,S01,84,084_rest_84,rest,84,0.0,0.32800000000861473,0.0,16
S01_day2,S01,85,085_rest_85,rest,85,0.0,0.3899999999994179,0.0,20
S01_day2,S01,86,086_rest_86,rest,86,0.0,0.25,0.0,13
S01_day2,S01,87,087_rest_87,rest,87,0.0,1.3279999999940628,0.0,66
S01_day2,S01,88,088_rest_88,rest,88,0.0,0.48399999999674037,0.0,25
S01_day2,S01,89,089_rest_89,rest,89,0.0,0.3129999999946449,0.0,16
S01_day2,S01,90,090_rest_90,rest,90,0.0,0.2970000000059372,0.0,14
S01_day2,S01,91,091_rest_91,rest,91,0.0,0.2970000000059372,0.0,16
S01_day2,S01,92,092_rest_92,rest,92,0.0,0.375,0.0,19
S01_day2,S01,93,093_rest_93,rest,93,0.0,0.21899999999732245,0.0,12
S01_day2,S01,94,094_rest_94,rest,94,0.0,0.1879999999946449,0.0,10
S01_day2,S01,95,095_rest_95,rest,95,0.0,0.28100000000267755,0.0,14
S01_day2,S01,96,096_rest_96,rest,96,0.0,0.6399999999994179,0.0,32
S01_day2,S01,97,097_rest_97,rest,97,0.0,0.8899999999994179,0.0,44
S01_day2,S01,98,098_rest_98,rest,98,0.0,0.17199999999138527,0.0,9
S01_day2,S01,99,099_rest_99,rest,99,0.0,0.26600000000325963,0.0,13
S01_day2,S01,100,100_rest_100,rest,100,0.0,1.389999999999418,0.0,70
S01_day2,S01,101,101_rest_101,rest,101,0.0,0.6410000000032596,0.0,31
S01_day2,S01,102,102_elbow_flex_01,elbow_flex,1,0.0,2.2339999999967404,0.0,112
S01_day2,S01,103,103_elbow_extend_01,elbow_extend,1,0.0,2.6560000000026776,0.0,133
S01_day2,S01,104,104_elbow_extend_02,elbow_extend,2,0.0,2.0789999999979045,0.0,103
S01_day2,S01,105,105_elbow_flex_02,elbow_flex,2,0.0,1.9060000000026776,0.0,95
S01_day2,S01,106,106_elbow_extend_03,elbow_extend,3,0.0,1.5470000000059372,0.0,78
S01_day2,S01,107,107_elbow_flex_03,elbow_flex,3,0.0,1.9690000000118744,0.0,99
S01_day2,S01,108,108_elbow_extend_04,elbow_extend,4,0.0,1.5320000000065193,0.0,77
S01_day2,S01,109,109_elbow_flex_04,elbow_flex,4,0.0,2.077999999994063,0.0,104
S01_day2,S01,110,110_elbow_extend_05,elbow_extend,5,0.0,2.625,0.0,132
S01_day2,S01,111,111_elbow_flex_05,elbow_flex,5,0.0,1.9839999999967404,0.0,99
S01_day2,S01,112,112_elbow_extend_06,elbow_extend,6,0.0,1.6869999999908032,0.0,85
S01_day2,S01,113,113_elbow_flex_06,elbow_flex,6,0.0,2.0,0.0,100
S01_day2,S01,114,114_elbow_extend_07,elbow_extend,7,0.0,1.75,0.0,88
S01_day2,S01,115,115_elbow_flex_07,elbow_flex,7,0.0,1.625,0.0,82
S01_day2,S01,116,116_elbow_extend_08,elbow_extend,8,0.0,1.5310000000026776,0.0,76
S01_day2,S01,117,117_elbow_flex_08,elbow_flex,8,0.0,2.3589999999967404,0.0,118
S01_day2,S01,118,118_elbow_extend_09,elbow_extend,9,0.0,1.7660000000032596,0.0,88
S01_day2,S01,119,119_elbow_flex_09,elbow_flex,9,0.0,2.047000000005937,0.0,102
S01_day2,S01,120,120_elbow_extend_10,elbow_extend,10,0.0,1.735000000000582,0.0,87
S01_day2,S01,121,121_elbow_flex_10,elbow_flex,10,0.0,1.9070000000065193,0.0,95
S01_day2,S01,122,122_elbow_extend_11,elbow_extend,11,0.0,1.4839999999967404,0.0,75
S01_day2,S01,123,123_elbow_flex_11,elbow_flex,11,0.0,2.2339999999967404,0.0,112
S01_day2,S01,124,124_elbow_extend_12,elbow_extend,12,0.0,2.2339999999967404,0.0,111
S01_day2,S01,125,125_elbow_flex_12,elbow_flex,12,0.0,1.9689999999973224,0.0,98
S01_day2,S01,126,126_elbow_extend_13,elbow_extend,13,0.0,1.437000000005355,0.0,72
S01_day2,S01,127,127_elbow_flex_13,elbow_flex,13,0.0,1.8280000000086147,0.0,92
S01_day2,S01,128,128_elbow_extend_14,elbow_extend,14,0.0,1.4689999999973224,0.0,74
S01_day2,S01,129,129_elbow_flex_14,elbow_flex,14,0.0,2.014999999999418,0.0,100
S01_day2,S01,130,130_elbow_extend_15,elbow_extend,15,0.0,2.2189999999973224,0.0,111
S01_day2,S01,131,131_elbow_flex_15,elbow_flex,15,0.0,1.7969999999913853,0.0,90
S01_day2,S01,132,132_elbow_flex_16,elbow_flex,16,0.0,2.2339999999967404,0.0,112
S01_day2,S01,133,133_elbow_extend_16,elbow_extend,16,0.0,1.889999999999418,0.0,95
S01_day2,S01,134,134_elbow_flex_17,elbow_flex,17,0.0,2.187999999994645,0.0,110
S01_day2,S01,135,135_elbow_extend_17,elbow_extend,17,0.0,1.5310000000026776,0.0,77
S01_day2,S01,136,136_elbow_flex_18,elbow_flex,18,0.0,2.25,0.0,113
S01_day2,S01,137,137_elbow_extend_18,elbow_extend,18,0.0,1.687999999994645,0.0,84
S01_day2,S01,138,138_elbow_flex_19,elbow_flex,19,0.0,2.0310000000026776,0.0,101
S01_day2,S01,139,139_elbow_extend_19,elbow_extend,19,0.0,2.014999999999418,0.0,100
S01_day2,S01,140,140_elbow_flex_20,elbow_flex,20,0.0,2.5939999999973224,0.0,130
S01_day2,S01,141,141_elbow_extend_20,elbow_extend,20,0.0,2.577999999994063,0.0,129
S01_day2,S01,142,142_elbow_extend_21,elbow_extend,21,0.0,1.9060000000026776,0.0,95
S01_day2,S01,143,143_elbow_flex_21,elbow_flex,21,0.0,1.5630000000091968,0.0,78
S01_day2,S01,144,144_elbow_extend_22,elbow_extend,22,0.0,8.39100000000326,0.0,419
S01_day2,S01,145,145_elbow_flex_22,elbow_flex,22,0.0,1.9060000000026776,0.0,96
S01_day2,S01,146,146_elbow_extend_23,elbow_extend,23,0.0,1.139999999999418,0.0,57
S01_day2,S01,147,147_elbow_flex_23,elbow_flex,23,0.0,1.3279999999940628,0.0,67
S01_day2,S01,148,148_elbow_extend_24,elbow_extend,24,0.0,1.110000000000582,0.0,55
S01_day2,S01,149,149_elbow_flex_24,elbow_flex,24,0.0,1.4529999999940628,0.0,72
S01_day2,S01,150,150_elbow_extend_25,elbow_extend,25,0.0,0.9379999999946449,0.0,47
S01_day2,S01,151,151_elbow_flex_25,elbow_flex,25,0.0,1.5160000000032596,0.0,77
S01_day2,S01,152,152_elbow_extend_26,elbow_extend,26,0.0,1.8429999999934807,0.0,92
S01_day2,S01,153,153_elbow_flex_26,elbow_flex,26,0.0,2.125,0.0,107
S01_day2,S01,154,154_elbow_extend_27,elbow_extend,27,0.0,1.4380000000091968,0.0,72
S01_day2,S01,155,155_elbow_flex_27,elbow_flex,27,0.0,2.0,0.0,100
S01_day2,S01,156,156_elbow_extend_28,elbow_extend,28,0.0,1.7969999999913853,0.0,91
S01_day2,S01,157,157_elbow_flex_28,elbow_flex,28,0.0,1.5939999999973224,0.0,80
S01_day2,S01,158,158_elbow_extend_29,elbow_extend,29,0.0,1.625,0.0,81
S01_day2,S01,159,159_elbow_flex_29,elbow_flex,29,0.0,2.7180000000080327,0.0,136
S01_day2,S01,160,160_elbow_extend_30,elbow_extend,30,0.0,1.562999999994645,0.0,79
S01_day2,S01,161,161_elbow_flex_30,elbow_flex,30,0.0,2.187000000005355,0.0,109
S01_day2,S01,162,162_elbow_extend_31,elbow_extend,31,0.0,1.9219999999913853,0.0,96
S01_day2,S01,163,163_elbow_flex_31,elbow_flex,31,0.0,1.9060000000026776,0.0,96
S01_day2,S01,164,164_elbow_extend_32,elbow_extend,32,0.0,1.312999999994645,0.0,65
S01_day2,S01,165,165_elbow_flex_32,elbow_flex,32,0.0,1.8439999999973224,0.0,93
S01_day2,S01,166,166_elbow_extend_33,elbow_extend,33,0.0,1.562000000005355,0.0,78
S01_day2,S01,167,167_elbow_flex_33,elbow_flex,33,0.0,2.422000000005937,0.0,120
S01_day2,S01,168,168_elbow_extend_34,elbow_extend,34,0.0,1.3280000000086147,0.0,66
S01_day2,S01,169,169_elbow_flex_34,elbow_flex,34,0.0,2.0309999999881256,0.0,100
S01_day2,S01,170,170_elbow_flex_35,elbow_flex,35,0.0,2.5310000000026776,0.0,127
S01_day2,S01,171,171_elbow_extend_35,elbow_extend,35,0.0,1.1089999999967404,0.0,56
S01_day2,S01,172,172_elbow_flex_36,elbow_flex,36,0.0,2.077999999994063,0.0,104
S01_day2,S01,173,173_elbow_extend_36,elbow_extend,36,0.0,1.8439999999973224,0.0,92
S01_day2,S01,174,174_elbow_flex_37,elbow_flex,37,0.0,2.139999999999418,0.0,106
S01_day2,S01,175,175_elbow_extend_37,elbow_extend,37,0.0,2.7819999999919673,0.0,139
S01_day2,S01,176,176_elbow_flex_38,elbow_flex,38,0.0,2.2339999999967404,0.0,111
S01_day2,S01,177,177_elbow_extend_38,elbow_extend,38,0.0,1.75,0.0,87
S01_day2,S01,178,178_elbow_flex_39,elbow_flex,39,0.0,2.0,0.0,100
S01_day2,S01,179,179_elbow_extend_39,elbow_extend,39,0.0,1.6559999999881256,0.0,83
S01_day2,S01,180,180_elbow_flex_40,elbow_flex,40,0.0,1.7189999999973224,0.0,86
S01_day2,S01,181,181_elbow_extend_40,elbow_extend,40,0.0,1.4689999999973224,0.0,73
S01_day2,S01,182,182_elbow_flex_41,elbow_flex,41,0.0,2.297000000005937,0.0,115
S01_day2,S01,183,183_elbow_extend_41,elbow_extend,41,0.0,1.7029999999940628,0.0,85
S01_day2,S01,184,184_elbow_flex_42,elbow_flex,42,0.0,2.375,0.0,118
S01_day2,S01,185,185_elbow_extend_42,elbow_extend,42,0.0,3.0939999999973224,0.0,155
S01_day2,S01,186,186_elbow_flex_43,elbow_flex,43,0.0,2.672000000005937,0.0,134
S01_day2,S01,187,187_elbow_extend_43,elbow_extend,43,0.0,2.625,0.0,131
S01_day2,S01,188,188_elbow_flex_44,elbow_flex,44,0.0,2.1410000000032596,0.0,107
S01_day2,S01,189,189_elbow_extend_44,elbow_extend,44,0.0,1.7030000000086147,0.0,84
S01_day2,S01,190,190_elbow_flex_45,elbow_flex,45,0.0,2.25,0.0,113
S01_day2,S01,191,191_elbow_extend_45,elbow_extend,45,0.0,1.5939999999973224,0.0,80
S01_day2,S01,192,192_elbow_flex_46,elbow_flex,46,0.0,2.172000000005937,0.0,109
S01_day2,S01,193,193_elbow_extend_46,elbow_extend,46,0.0,1.5,0.0,75
S01_day2,S01,194,194_elbow_flex_47,elbow_flex,47,0.0,2.1090000000112923,0.0,106
S01_day2,S01,195,195_elbow_extend_47,elbow_extend,47,0.0,2.735000000000582,0.0,137
S01_day2,S01,196,196_elbow_flex_48,elbow_flex,48,0.0,2.0320000000065193,0.0,103
S01_day2,S01,197,197_elbow_flex_49,elbow_flex,49,0.0,2.437999999994645,0.0,122
S01_day2,S01,198,198_elbow_extend_48,elbow_extend,48,0.0,1.625,0.0,82
S01_day2,S01,199,199_elbow_flex_50,elbow_flex,50,0.0,2.062000000005355,0.0,102
S01_day2,S01,200,200_elbow_extend_49,elbow_extend,49,0.0,1.7029999999940628,0.0,85
S01_day2,S01,201,201_elbow_flex_51,elbow_flex,51,0.0,1.7189999999973224,0.0,86
S01_day2,S01,202,202_elbow_extend_50,elbow_extend,50,0.0,1.312000000005355,0.0,66
S01_day2,S01,203,203_elbow_flex_52,elbow_flex,52,0.0,2.0939999999973224,0.0,105
S01_day2,S01,204,204_elbow_extend_51,elbow_extend,51,0.0,1.6089999999967404,0.0,81
S01_day2,S01,205,205_elbow_flex_53,elbow_flex,53,0.0,1.6720000000059372,0.0,84
S01_day2,S01,206,206_elbow_extend_52,elbow_extend,52,0.0,1.4689999999973224,0.0,73
S01_day2,S01,207,207_elbow_flex_54,elbow_flex,54,0.0,2.172000000005937,0.0,109
S01_day2,S01,208,208_elbow_extend_53,elbow_extend,53,0.0,1.812000000005355,0.0,90
S01_day2,S01,209,209_elbow_flex_55,elbow_flex,55,0.0,2.0,0.0,100
S01_day2,S01,210,210_elbow_extend_54,elbow_extend,54,0.0,1.5779999999940628,0.0,78
S01_day2,S01,211,211_elbow_flex_56,elbow_flex,56,0.0,2.0939999999973224,0.0,105
S01_day2,S01,212,212_elbow_extend_55,elbow_extend,55,0.0,1.8910000000032596,0.0,95
S01_day2,S01,213,213_elbow_flex_57,elbow_flex,57,0.0,2.2180000000080327,0.0,111
S01_day2,S01,214,214_elbow_extend_56,elbow_extend,56,0.0,2.139999999999418,0.0,107
S01_day2,S01,215,215_elbow_flex_58,elbow_flex,58,0.0,2.047000000005937,0.0,103
S01_day2,S01,216,216_elbow_extend_57,elbow_extend,57,0.0,4.171999999991385,0.0,208
S01_day2,S01,217,217_elbow_flex_59,elbow_flex,59,0.0,2.3910000000032596,0.0,120
S01_day2,S01,218,218_elbow_extend_58,elbow_extend,58,0.0,1.7810000000026776,0.0,89
S01_day2,S01,219,219_elbow_flex_60,elbow_flex,60,0.0,1.9530000000086147,0.0,97
S01_day2,S01,220,220_elbow_extend_59,elbow_extend,59,0.0,1.7180000000080327,0.0,85
S01_day2,S01,221,221_elbow_flex_61,elbow_flex,61,0.0,1.9689999999973224,0.0,99
S01_day2,S01,222,222_elbow_extend_60,elbow_extend,60,0.0,1.6559999999881256,0.0,83
S01_day2,S01,223,223_elbow_flex_62,elbow_flex,62,0.0,2.0930000000080327,0.0,105
S01_day2,S01,224,224_elbow_extend_61,elbow_extend,61,0.0,1.7039999999979045,0.0,85
S01_day2,S01,225,225_elbow_flex_63,elbow_flex,63,0.0,2.4060000000026776,0.0,120
S01_day2,S01,226,226_elbow_extend_62,elbow_extend,62,0.0,1.875,0.0,93
S01_day2,S01,227,227_elbow_flex_64,elbow_flex,64,0.0,2.139999999999418,0.0,107
S01_day2,S01,228,228_elbow_extend_63,elbow_extend,63,0.0,2.014999999999418,0.0,100
S01_day2,S01,229,229_elbow_flex_65,elbow_flex,65,0.0,2.0310000000026776,0.0,102
S01_day2,S01,230,230_elbow_extend_64,elbow_extend,64,0.0,1.5470000000059372,0.0,77
S01_day2,S01,231,231_elbow_flex_66,elbow_flex,66,0.0,2.875,0.0,143
S01_day2,S01,232,232_elbow_extend_65,elbow_extend,65,0.0,1.4220000000059372,0.0,72
S01_day2,S01,233,233_elbow_flex_67,elbow_flex,67,0.0,2.938000000009197,0.0,147
S01_day2,S01,234,234_elbow_extend_66,elbow_extend,66,0.0,0.9379999999946449,0.0,47
S01_day2,S01,235,235_elbow_flex_68,elbow_flex,68,0.0,2.0469999999913853,0.0,103
S01_day2,S01,236,236_elbow_extend_67,elbow_extend,67,0.0,1.7189999999973224,0.0,86
S01_day2,S01,237,237_elbow_flex_69,elbow_flex,69,0.0,1.812000000005355,0.0,91
S01_day2,S01,238,238_elbow_extend_68,elbow_extend,68,0.0,1.389999999999418,0.0,70
S01_day2,S01,239,239_elbow_flex_70,elbow_flex,70,0.0,1.75,0.0,87
S01_day2,S01,240,240_elbow_extend_69,elbow_extend,69,0.0,1.687000000005355,0.0,84
S01_day2,S01,241,241_elbow_flex_71,elbow_flex,71,0.0,2.4840000000112923,0.0,125
S01_day2,S01,242,242_elbow_extend_70,elbow_extend,70,0.0,1.5,0.0,76
S01_day2,S01,243,243_elbow_flex_72,elbow_flex,72,0.0,2.312999999994645,0.0,115
S01_day2,S01,244,244_elbow_extend_71,elbow_extend,71,0.0,1.5160000000032596,0.0,76
S01_day2,S01,245,245_elbow_flex_73,elbow_flex,73,0.0,2.0160000000032596,0.0,101
S01_day2,S01,246,246_elbow_extend_72,elbow_extend,72,0.0,2.2189999999973224,0.0,111
S01_day2,S01,247,247_elbow_flex_74,elbow_flex,74,0.0,1.3439999999973224,0.0,67
S01_day2,S01,248,248_elbow_extend_73,elbow_extend,73,0.0,2.061999999990803,0.0,104
S01_day2,S01,249,249_elbow_flex_75,elbow_flex,75,0.0,1.9839999999967404,0.0,99
S01_day2,S01,250,250_elbow_extend_74,elbow_extend,74,0.0,1.764999999999418,0.0,88
S01_day2,S01,251,251_elbow_flex_76,elbow_flex,76,0.0,2.422000000005937,0.0,121
S01_day2,S01,252,252_elbow_extend_75,elbow_extend,75,0.0,2.4069999999919673,0.0,121
S01_day2,S01,253,253_elbow_flex_77,elbow_flex,77,0.0,2.2659999999887077,0.0,113
S01_day2,S01,254,254_elbow_extend_76,elbow_extend,76,0.0,1.8429999999934807,0.0,92
S01_day2,S01,255,255_elbow_flex_78,elbow_flex,78,0.0,1.8279999999940628,0.0,91
S01_day2,S01,256,256_elbow_extend_77,elbow_extend,77,0.0,1.7029999999940628,0.0,85
S01_day2,S01,257,257_elbow_flex_79,elbow_flex,79,0.0,2.1089999999967404,0.0,106
S01_day2,S01,258,258_elbow_extend_78,elbow_extend,78,0.0,2.0,0.0,99
S01_day2,S01,259,259_elbow_flex_80,elbow_flex,80,0.0,2.264999999999418,0.0,113
S01_day2,S01,260,260_elbow_extend_79,elbow_extend,79,0.0,1.8439999999973224,0.0,92
S01_day2,S01,261,261_elbow_flex_81,elbow_flex,81,0.0,2.0780000000086147,0.0,104
S01_day2,S01,262,262_elbow_extend_80,elbow_extend,80,0.0,1.514999999999418,0.0,76
S01_day2,S01,263,263_elbow_flex_82,elbow_flex,82,0.0,2.639999999999418,0.0,132
S01_day2,S01,264,264_elbow_extend_81,elbow_extend,81,0.0,1.9839999999967404,0.0,100
S01_day2,S01,265,265_elbow_flex_83,elbow_flex,83,0.0,2.5160000000032596,0.0,125
S01_day2,S01,266,266_elbow_extend_82,elbow_extend,82,0.0,1.7810000000026776,0.0,89
S01_day2,S01,267,267_elbow_flex_84,elbow_flex,84,0.0,2.172000000005937,0.0,108
S01_day2,S01,268,268_elbow_extend_83,elbow_extend,83,0.0,1.687999999994645,0.0,85
S01_day2,S01,269,269_elbow_flex_85,elbow_flex,85,0.0,3.2810000000026776,0.0,164
S01_day2,S01,270,270_elbow_extend_84,elbow_extend,84,0.0,2.452999999994063,0.0,123
S01_day2,S01,271,271_elbow_flex_86,elbow_flex,86,0.0,2.187000000005355,0.0,110
S01_day2,S01,272,272_elbow_extend_85,elbow_extend,85,0.0,1.937000000005355,0.0,97
S01_day2,S01,273,273_elbow_flex_87,elbow_flex,87,0.0,2.2179999999934807,0.0,111
S01_day2,S01,274,274_elbow_extend_86,elbow_extend,86,0.0,1.75,0.0,87
S01_day2,S01,275,275_elbow_flex_88,elbow_flex,88,0.0,2.436999999990803,0.0,121
S01_day2,S01,276,276_elbow_extend_87,elbow_extend,87,0.0,1.7660000000032596,0.0,88
S01_day2,S01,277,277_elbow_flex_89,elbow_flex,89,0.0,2.077999999994063,0.0,104
S01_day2,S01,278,278_elbow_extend_88,elbow_extend,88,0.0,1.7189999999973224,0.0,86
S01_day2,S01,279,279_elbow_flex_90,elbow_flex,90,0.0,2.4059999999881256,0.0,120
S01_day2,S01,280,280_elbow_extend_89,elbow_extend,89,0.0,1.5780000000086147,0.0,78
S01_day2,S01,281,281_elbow_flex_91,elbow_flex,91,0.0,2.0160000000032596,0.0,101
S01_day2,S01,282,282_elbow_extend_90,elbow_extend,90,0.0,1.7180000000080327,0.0,85
S01_day2,S01,283,283_elbow_flex_92,elbow_flex,92,0.0,1.860000000000582,0.0,94
S01_day2,S01,284,284_elbow_extend_91,elbow_extend,91,0.0,1.9840000000112923,0.0,100
S01_day2,S01,285,285_elbow_flex_93,elbow_flex,93,0.0,2.7030000000086147,0.0,135
S01_day2,S01,286,286_elbow_extend_92,elbow_extend,92,0.0,2.0,0.0,100
S01_day2,S01,287,287_elbow_flex_94,elbow_flex,94,0.0,1.9060000000026776,0.0,96
S01_day2,S01,288,288_elbow_extend_93,elbow_extend,93,0.0,1.860000000000582,0.0,93
S01_day2,S01,289,289_elbow_flex_95,elbow_flex,95,0.0,1.9069999999919673,0.0,96
S01_day2,S01,290,290_elbow_extend_94,elbow_extend,94,0.0,1.7189999999973224,0.0,85
S01_day2,S01,291,291_elbow_flex_96,elbow_flex,96,0.0,2.2660000000032596,0.0,113
S01_day2,S01,292,292_elbow_extend_95,elbow_extend,95,0.0,1.437000000005355,0.0,72
S01_day2,S01,293,293_elbow_flex_97,elbow_flex,97,0.0,1.9529999999940628,0.0,98
S01_day2,S01,294,294_elbow_extend_96,elbow_extend,96,0.0,1.3439999999973224,0.0,67
S01_day2,S01,295,295_elbow_flex_98,elbow_flex,98,0.0,1.7810000000026776,0.0,89
S01_day2,S01,296,296_elbow_extend_97,elbow_extend,97,0.0,1.3430000000080327,0.0,67
S01_day2,S01,297,297_elbow_flex_99,elbow_flex,99,0.0,1.6560000000026776,0.0,83
S01_day2,S01,298,298_elbow_extend_98,elbow_extend,98,0.0,1.2820000000065193,0.0,64
S01_day2,S01,299,299_elbow_flex_100,elbow_flex,100,0.0,2.264999999999418,0.0,113
